,Evaluaciones en las tardes o sábados,,,,,,,,,,,,,,,,,,,
,Evaluaciones en horario de Clase/Ayudantía,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
TIPO HORARIO,DESCRIPCION,,,,,,,,,,,,,,,,,,,
CLAS,CLASES,,,,,,,,,,,,,,,,,,,
AYUD,AYUDANTIA,,,,,,,,,,,,,,,,,,,
LABT,LABORATORIO,,,,,,,,,,,,,,,,,,,
EXAM,EXAMEN,,,,,,,,,,,,,,,,,,,
PRBA ,"PRUEBA (1, 2, 3...)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
PERIODO,PLAN DE ESTUDIOS,NRC,CONECTOR  LIGA,LISTA CRUZADA,MATERIA,CURSO,SECC.,TITULO,CREDITO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,INICIO,FIN,SALA,TIPO,PROFESOR
202220,2016,4639,,,ING,1100,2,ALGEBRA E INTR. AL CALCULO,10,,,15:30 -17:20,,,,08/08/2022,16/11/2022,B-24,AYUD,SANCHEZ/CANCINO LEONARDO FRANCISCO
202220,2016,4639,,,ING,1100,2,ALGEBRA E INTR. AL CALCULO,10,,,,15:30 -17:20,,,01/08/2022,16/11/2022,R-11,CLAS,SANCHEZ/CANCINO LEONARDO FRANCISCO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,08:30 -10:20,,,,,,01/08/2022,16/11/2022,R-14,CLAS,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,15:30 -17:20,,,,,,08/08/2022,16/11/2022,H-214,AYUD,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,,,15:30 -17:20,,,,24/08/2022,24/08/2022,I101,PRBA 1,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,,,15:30 -17:20,,,,14/09/2022,14/09/2022,I101,PRBA 2,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,,,15:30 -17:20,,,,05/10/2022,05/10/2022,I101,PRBA 3,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,,,15:30 -17:20,,,,26/10/2022,26/10/2022,I101,PRBA 4,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,,08:30 -12:20,,,,,15/11/2022,15/11/2022,I101,PRBA 5,PIRELA/PEREZ CARLOS SANTIAGO
202220,2016,625,,,ING,1100,1,ALGEBRA E INTR. AL CALCULO,10,15:30 -17:20,,,,,,28/11/2022,28/11/2022,C-105,EXAM,PIRELA/PEREZ CARLOS SANTIAGO
